# Normalized Renyi Entropy Data (S_alpha / S_EE)
# region_size=4
alpha,squeezing=0.0400,squeezing=0.0894,squeezing=0.2000,squeezing=0.4472,squeezing=1.0000
0.1,1.5598544742705744,1.7812381526313827,2.238946540595526,3.3528911663169074,6.337420962194431
0.14949494949494951,1.443079685292498,1.6178503768921784,1.9766875271200017,2.833092164499839,5.033752031269451
0.198989898989899,1.3641420463444909,1.5074548876199743,1.7998678486477941,2.4854368064974888,4.180556981760425
0.2484848484848485,1.3054497813508814,1.4254137332410595,1.668762512994606,2.2298501533534654,3.567533170719066
0.297979797979798,1.2592745544174662,1.3609030815502345,1.5659195932059973,2.031150600004667,3.1022386552462637
0.3474747474747475,1.221552601351181,1.3082314710057232,1.4821622935841468,1.8708359860096313,2.736031062345038
0.396969696969697,1.189892523520203,1.2640496510214059,1.4120902627145824,1.738016166980085,2.4402656358881507
0.44646464646464656,1.1627731527251952,1.2262271615188043,1.3522682575426297,1.6257621458774265,2.1967114022363217
0.49595959595959604,1.1391698184435695,1.193328906132705,1.3003822014530508,1.529405058228552,1.9930853732918279
0.5454545454545455,1.1183612106621048,1.164344656338039,1.2548030530846621,1.4456571280491992,1.8207441434065081
0.594949494949495,1.0998214919757232,1.1385379503838453,1.214343180206425,1.3721206293146857,1.6733937823076666
0.6444444444444445,1.083156250059858,1.115356392321076,1.1781117314348353,1.3069963820305344,1.5463233513631731
0.693939393939394,1.0680625673792703,1.0943757281281246,1.1454244681191899,1.2489020138960796,1.435926460891719
0.7434343434343434,1.0543031020654263,1.075263545005434,1.1157452354432043,1.1967539903225615,1.3393901814861062
0.792929292929293,1.0416886846382412,1.0577548974307687,1.0886466635122274,1.1496884012293014,1.2544857018931481
0.8424242424242425,1.0300662911604306,1.0416354631107507,1.063783009183622,1.1070062159178884,1.1794232646597955
0.891919191919192,1.0193105228717096,1.0267296098894625,1.040870916018432,1.0681344952420706,1.1127490686692303
0.9414141414141415,1.009317437909894,1.012891756843224,1.0196754855692058,1.0325983071505693,1.0532703682445874
0.990909090909091,1.0,1.0,1.0,1.0,1.0
1.0404040404040407,0.9912846630803123,0.9879513289811747,0.9816782098011395,0.9700036445088047,0.9521145976495861
1.0898989898989901,0.9831087694405534,0.9766579829977395,0.9645684585175952,0.9423231771125927,0.9089226444674744
1.1393939393939396,0.9754185405825903,0.966044636976565,0.948549145915792,0.9167132400605521,0.8698397231063069
1.188888888888889,0.9681675066816499,0.9560462019632595,0.9335151815599653,0.8929620170192638,0.8343691158613248
1.2383838383838386,0.961315265186404,0.9466060864963407,0.9193751816177314,0.870885566203218,0.8020864398852595
1.287878787878788,0.9548264895857234,0.937674808349218,0.9060492305646385,0.8503232918069265,0.7726273648130438
1.3373737373737375,0.9486701305471796,0.9292088756960185,0.8934670772787054,0.8311342908818038,0.7456777126173136
1.386868686868687,0.9428187665742594,0.9211698776839788,0.8815666687569625,0.8131943807884293,0.7209654178985354
1.4363636363636367,0.9372480720245461,0.9135237393742386,0.8702929488374953,0.7963936610133371,0.6982539548411859
1.4858585858585862,0.9319363780885977,0.9062401068775696,0.8595968668280985,0.7806344984269448,0.6773369302614034
1.5353535353535357,0.9268643080250785,0.8992918364887412,0.8494345538046042,0.7658298509633679,0.658033610903428
1.5848484848484852,0.9220144721772034,0.8926545675468375,0.839766633892867,0.7519018639341905,0.6401852044512627
1.6343434343434347,0.9173712114694349,0.8863063631939473,0.8305576450154349,0.7387806876158152,0.6236517524565427
1.6838383838383841,0.9129203804883768,0.8802274065729851,0.8217755490148579,0.7264034756796159,0.6083095229293897
1.7333333333333336,0.9086491630909647,0.8743997425811764,0.8133913152186405,0.714713532389524,0.5940488130912956
1.782828282828283,0.9045459149014802,0.8688070572823071,0.8053785647138874,0.7036595829337612,0.580772090463911
1.8323232323232326,0.9006000281616467,0.863434488625283,0.797713265089852,0.6931951462642695,0.5683924143084654
1.881818181818182,0.8968018152618725,0.8582684633262876,0.7903734673571557,0.6832779937380643,0.5568320903490603
1.9313131313131315,0.8931424079630808,0.8532965557261655,0.7833390782911439,0.6738696799468347,0.5460215203841852
1.9808080808080812,0.8896136698597032,0.8485073651925147,0.7765916626687727,0.6649351345761155,0.5358982153197192
2.0303030303030307,0.8862081200668442,0.8438904092416107,0.770114270844937,0.6564423060970309,0.5264059457245599
2.07979797979798,0.8829188664622734,0.8394360300421919,0.7638912878991712,0.6483618496705448,0.5174940085075019
2.1292929292929297,0.8797395470949698,0.8351353123567637,0.757908301218345,0.6406668529191695,0.5091165919641144
2.178787878787879,0.8766642786003935,0.8309800112960546,0.7521519838968431,0.633332594257613,0.5012322244178681
2.2282828282828286,0.8736876106493083,0.8269624885236433,0.7466099917571825,0.6263363293209565,0.4938032941151652
2.277777777777778,0.8708044856101955,0.8230756557623776,0.741270872139989,0.6196571017246871,0.4867956300349191
2.3272727272727276,0.868010202731664,0.8193129246311811,0.7361239828976103,0.6132755749651098,0.4801781349231797
2.376767676767677,0.865300386255951,0.8156681619874571,0.7311594202619898,0.6071738827446858,0.47392246322824494
2.4262626262626266,0.8626709569616703,0.8121356500722454,0.7263679544540573,0.6013354954032608,0.4680027377444894
2.475757575757576,0.8601181067067106,0.8087100508571629,0.721740972066098,0.5957451004676092,0.4623952997161017
2.5252525252525255,0.857638275603152,0.8053863740775434,0.7172704243862412,0.5903884956100589,0.45707848793917
2.574747474747475,0.8552281315073864,0.8021599485080719,0.7129487809500621,0.5852524925415304,0.4520324430595852
2.6242424242424245,0.8528845515519683,0.7990263960978948,0.7087689877021275,0.5803248305627973,0.4472389338174699
2.673737373737374,0.8506046054824303,0.7959816086336183,0.7047244292332133,0.5755940986662751,0.44268120245442755
2.7232323232323234,0.8483855405935249,0.7930217266423223,0.700808894629385,0.5710496652242026,0.438343826892793
2.7727272727272734,0.8462247680859684,0.7901431202840014,0.6970165465292334,0.5666816144217881,0.4342125976283733
2.822222222222223,0.8441198506875361,0.7873423720147431,0.6933418930369463,0.5624806886991036,0.4302744075599831
2.8717171717171723,0.8420684914018859,0.7846162608292921,0.6897797621829851,0.5584382365560058,0.42651715321860306
2.921212121212122,0.8400685232652972,0.7819617479152015,0.6863252786620578,0.5545461651524102,0.4229296460631096
2.9707070707070713,0.8381179000059944,0.7793759635710519,0.6829738426107824,0.5507968972037581,0.4195015326838213
3.0202020202020208,0.8362146875132679,0.7768561952587866,0.6797211102157192,0.5471833317300602,0.4162232229043481
3.0696969696969703,0.8343570560344623,0.7743998766754142,0.6765629759669587,0.5436988082678107,0.4130858249002581
3.1191919191919197,0.8325432730273479,0.7720045777425665,0.6734955563937655,0.5403370741984335,0.4100810865632022
